CCHBC Week,Calendar Week,Year,Lockdown,CPL Num,CPL,Customer Num,Customer,City,Address,PLZ ID,Region,Regularity,VMI,UC
01.2021,1,2021,10,120100,Rewe,1099933170,REWE ZL BIEDERMANNSDORF,WR.NEUDORF,2355,2355,Nahbereich,Sporadic,Yes,108
01.2021,1,2021,10,120100,Rewe,1049961687,REWE ZENTRALES LANGSAMDREHERLAGER,WR.NEUDORF,2355,2355,Nahbereich,Sporadic,Yes,376
01.2021,1,2021,10,120100,Rewe,1041474252,REWE ZENTRALES LANGSAMDREHERLAGER,WR. NEUDORF,2355,2355,Nahbereich,Sporadic,Yes,180
01.2021,1,2021,10,120101,Spar,1174628425,SPAR OESTERR. WARENHANDELS AG,ST.POELTEN,3100,3100,Nahbereich,Regular,Yes,57021
01.2021,1,2021,10,120101,Spar,1111971975,SPAR OESTERR. WARENHANDELS AG,DORNBIRN,6850,6800,VBG,Regular,Yes,15708
01.2021,1,2021,10,120101,Spar,1099660858,SPAR OESTERR. WARENHANDELS AG,GRAZ,8055,8000,Stmk,Regular,Yes,47716
01.2021,1,2021,10,120101,Spar,964160065,SPAR OESTERR. WARENHANDELS AG,MARIA SAAL,9063,9000,Kaernten,Regular,Yes,7942
01.2021,1,2021,10,120101,Spar,1175293791,SPAR OEST.WARENH.AG ZENTRALE,MARCHTRENK,4614,4600,OOE,Regular,Yes,95093
01.2021,1,2021,10,120101,Spar,1042470911,SPAR OESTERR. WARENHANDELS AG,WOERGL,6300,6300,Tirol,Regular,Yes,31088
01.2021,1,2021,10,120101,Spar,1193034259,SPAR OESTERR. WARENHANDELS AG,EBERGASSING,2435,2400,Nahbereich,Regular,Yes,41878
01.2021,1,2021,10,120102,AFS,1179735953,RLH ZWETTL EGEN,GFOEHL,3542,3500,Nahbereich,Sporadic,No,105
01.2021,1,2021,10,120103,Metro,993507194,METRO CASH&CARRY OESTERREICH GMBH,WIEN,1110,1000,Nahbereich,Regular,No,2696
01.2021,1,2021,10,120103,Metro,1049864053,METRO CASH&CARRY OESTERREICH GMBH,LANGENZERSDORF,2103,2100,Nahbereich,Regular,No,3986
01.2021,1,2021,10,120103,Metro,1121897432,METRO CASH&CARRY OESTERREICH GMBH,WIENER NEUSTADT,2700,2700,Nahbereich,Regular,No,1445
01.2021,1,2021,10,120103,Metro,1032256589,METRO CASH&CARRY OESTERREICH GMBH,VOESENDORF,2331,2300,Nahbereich,Regular,No,4650
01.2021,1,2021,10,120103,Metro,1134175583,METRO CASH&CARRY OESTERREICH GMBH,DORNBIRN,6850,6800,VBG,Regular,No,563
01.2021,1,2021,10,120103,Metro,1138386370,METRO CASH&CARRY OESTERREICH GMBH,GRAZ,8054,8000,Stmk,Regular,No,1666
01.2021,1,2021,10,120103,Metro,1134091679,METRO CASH&CARRY OESTERREICH GMBH,KLAGENFURT,9020,9000,Kaernten,Regular,No,454
01.2021,1,2021,10,120103,Metro,1073998418,METRO CASH&CARRY OESTERREICH GMBH,WELS,4600,4600,OOE,Regular,No,2223
01.2021,1,2021,10,120103,Metro,1010039812,METRO CASH&CARRY OESTERREICH GMBH,LINZ,4030,4000,OOE,Regular,No,1337
01.2021,1,2021,10,120103,Metro,1018021847,METRO CASH&CARRY OESTERREICH GMBH,RUM,6063,6000,Tirol,Regular,No,821
01.2021,1,2021,10,120103,Metro,979184107,METRO CASH&CARRY OESTERREICH GMBH,ST. POELTEN,3100,3100,Nahbereich,Regular,No,2339
01.2021,1,2021,10,120105,MPreis,1107111237,MPREIS WARENVERTRIEBS GMBH,VOELS,6176,6100,Tirol,Sporadic,No,13235
01.2021,1,2021,10,120105,MPreis,1116969345,MPREIS WARENVERTRIEBS GMBH,VOELS,6176,6100,Tirol,Regular,No,7468
01.2021,1,2021,10,120106,C&C Others,995343189,KASTNER ABHOLMARKT U. GASTROD. GMBH,EISENSTADT,7000,7000,Nahbereich,Sporadic,No,493
01.2021,1,2021,10,120106,C&C Others,1136208757,KASTNER ABHOLMARKT U. GASTROD. GMBH,AMSTETTEN,3300,3300,Nahbereich,Sporadic,No,571
01.2021,1,2021,10,120106,C&C Others,1179715424,WEDL HANDELS GMBH,RIED/I.,4910,4900,OOE,Sporadic,No,341
01.2021,1,2021,10,120106,C&C Others,1163361275,WEDL HANDELS GMBH,ST.JOHANN/PONGAU,5600,5600,SBG,Sporadic,No,426
01.2021,1,2021,10,120106,C&C Others,1068263947,WEDL HANDELS GMBH,VOECKLABRUCK,4840,4800,OOE,Sporadic,No,550
01.2021,1,2021,10,120106,C&C Others,1026436224,KASTNER HANDELSGESMBH,JENNERSDORF,8380,8300,Stmk,Regular,No,454
01.2021,1,2021,10,120106,C&C Others,1076217943,KASTNER-STEBEL GESMBH,KREMS,3500,3500,Nahbereich,Sporadic,No,443
01.2021,1,2021,10,120106,C&C Others,984872581,WEDL & DICK GMBH,MILS,6060,6000,Tirol,Sporadic,No,739
01.2021,1,2021,10,120108,UNIGRUPPE,1093614887,UNILOGISTIK ZENTRALLAGER SUED,SEIERSBERG,8055,8000,Stmk,Regular,No,824
01.2021,1,2021,10,120108,UNIGRUPPE,1111098130,UNILOGISTIK ZENTRALLAGER NORD,TRAUN,4050,4000,OOE,Regular,No,4023
01.2021,1,2021,10,120111,KHG,1193001922,JOSEF BRUGGER GMBH,KITZBUEHEL,6370,6300,Tirol,Sporadic,No,84
01.2021,1,2021,10,120111,KHG,1079829570,GREINOECKER & WILLIBALD,VOECKLAMARKT / HOERADING,4870,4800,OOE,Sporadic,No,68
01.2021,1,2021,10,120113,KA Grocery Others,1194075949,LICHTENEGGER KURT GMBH,GARS AM KAMP,3571,3500,Nahbereich,Sporadic,No,2459
01.2021,1,2021,10,120113,KA Grocery Others,1080494586,JULIUS KIENNAST LM GH GMBH,GARS AM KAMP,3571,3500,Nahbereich,Regular,No,5647
01.2021,1,2021,10,120114,Penny,1082604608,PENNY GMBH,KALSDORF,8401,8400,Stmk,Regular,Yes,2611
01.2021,1,2021,10,120114,Penny,1149343709,PENNY GMBH,WIENER NEUDORF,2355,2355,Nahbereich,Regular,Yes,28231
01.2021,1,2021,10,120114,Penny,1017301492,PENNY GMBH,HALLEIN,5400,5400,SBG,Regular,Yes,1880
01.2021,1,2021,10,120114,Penny,1060698140,PENNY GMBH,ST.VEIT,9300,9300,Kaernten,Sporadic,Yes,3576
01.2021,1,2021,10,120114,Penny,1197416637,PENNY GMBH,ANSFELDEN,4052,4000,OOE,Regular,Yes,2853
01.2021,1,2021,10,120115,AGM,1074140324,AGM 10102,WIEN,1210,1000,Nahbereich,Sporadic,No,1061
01.2021,1,2021,10,120115,AGM,1084795758,AGM - RQ,WIEN,1210,1000,Nahbereich,Sporadic,No,337
01.2021,1,2021,10,120115,AGM,1148764668,AGM 19101,LIEZEN,8940,8900,Stmk,Sporadic,No,567
01.2021,1,2021,10,120115,AGM,978516114,AGM 25103,KLAGENFURT,9020,9000,Kaernten,Sporadic,No,195
01.2021,1,2021,10,120115,AGM,981414377,AGM 24101,BERGHEIM,5101,5100,SBG,Regular,No,448
01.2021,1,2021,10,120115,AGM,1109176813,AGM - RQ,LIEZEN,8940,8900,Stmk,Sporadic,No,60
01.2021,1,2021,10,120115,AGM,982064675,AGM - RQ,KLAGENFURT,9020,9000,Kaernten,Sporadic,No,25
01.2021,1,2021,10,120115,AGM,1011919107,AGM - RQ,BERGHEIM,5101,5100,SBG,Regular,No,209
01.2021,1,2021,10,120115,AGM,1163924318,AGM 12101,LAUTERACH,6923,6900,VBG,Sporadic,No,340
01.2021,1,2021,10,120115,AGM,1161362960,AGM - RQ,LAUTERACH,6923,6900,VBG,Sporadic,No,72
01.2021,1,2021,10,120115,AGM,1025097325,AGM,WR.NEUSTADT,2700,2700,Nahbereich,Regular,No,160
01.2021,1,2021,10,120115,AGM,1158761759,AGM,WR.NEUSTADT,2700,2700,Nahbereich,Regular,No,443
01.2021,1,2021,10,120115,AGM,1006591576,AGM,ST.GEORGEN,3151,3100,Nahbereich,Regular,No,120
01.2021,1,2021,10,120116,TRANSGOURMET,1142295777,TRANSGOURMET OESTERR.GMBH BRUNN,BRUNN AM GEBIRGE,2345,2300,Nahbereich,Regular,No,1441
01.2021,1,2021,10,120116,TRANSGOURMET,1080263217,TRANSGOURMET OESTERR.GMBH WIEN NORD,WIEN,1220,1000,Nahbereich,Regular,No,2277
01.2021,1,2021,10,120116,TRANSGOURMET,1133835621,TRANSGOURMET OESTERR.GMBH GRAZ,GRAZ-SEIERSBERG,8055,8000,Stmk,Regular,No,2645
01.2021,1,2021,10,120116,TRANSGOURMET,1032677003,TRANSGOURMET OESTERR.GMBH SPIELBERG,SPIELBERG,8720,8700,Stmk,Sporadic,No,654
01.2021,1,2021,10,120116,TRANSGOURMET,969999127,TRANSGOURMET OESTERR.GMBH SALZBURG,WALS,5071,5000,SBG,Regular,No,1324
01.2021,1,2021,10,120116,TRANSGOURMET,1164076835,TRANSGOURMET OESTERR.GMBH WELS,WELS,4600,4600,OOE,Regular,No,1262
01.2021,1,2021,10,120116,TRANSGOURMET,1142445327,TRANSGOURMET OESTERR.GMBH TRAUN,TRAUN,4050,4000,OOE,Regular,No,1846
01.2021,1,2021,10,120116,TRANSGOURMET,1027680746,TRANSGOURMET OESTERR.GMBH VILLACH,VILLACH,9500,9500,Kaernten,Sporadic,No,1061
01.2021,1,2021,10,120116,TRANSGOURMET,1151603159,TRINKWERK+LOGISTIKZENTRUM WOLFAU,WOLFAU,7412,7400,Stmk,Regular,No,1771
01.2021,1,2021,10,120300,Lidl,962959635,LIDL OESTERREICH GMBH,LAAKIRCHEN,4663,4600,OOE,Regular,No,22303
01.2021,1,2021,10,120300,Lidl,999512804,LIDL OESTERREICH GMBH,MUELLENDORF,7052,7000,Nahbereich,Sporadic,No,20716
01.2021,1,2021,10,120300,Lidl,1020973703,LIDL OESTERREICH GMBH,WUNDSCHUH,8142,8100,Stmk,Regular,No,14484
01.2021,1,2021,10,120301,Hofer,1190027711,HOFER KG,SATTLEDT,4642,4600,OOE,Regular,No,3046
01.2021,1,2021,10,120301,Hofer,1148420112,HOFER KG,RIETZ,6421,6400,Tirol,Regular,No,3957
01.2021,1,2021,10,120301,Hofer,1145254217,HOFER KG,STOCKERAU,2000,2000,Nahbereich,Regular,No,8646
01.2021,1,2021,10,120401,Vend. operator KA,1182012138,SELECTA BETRIEBSVERPFL. GMBH,WIENER NEUDORF,2355,2355,Nahbereich,Sporadic,No,1691
01.2021,1,2021,10,120401,Vend. operator KA,1188066760,CAFE+CO OESTERREICH GMBH,WIEN,1020,1000,Nahbereich,Sporadic,No,2986
01.2021,1,2021,10,120401,Vend. operator KA,1169951030,CAFE+CO OESTERREICH GMBH,WIEN,1230,1230,Nahbereich,Sporadic,No,1024
01.2021,1,2021,10,120411,KA IC - QSR,1193856129,HAVI LOGISTICS GMBH,GROSSEBERSDORF,2203,2200,Nahbereich,Sporadic,No,1324
01.2021,1,2021,10,120502,KA IC - Other,1169143456,TOBACCOLAND HANDELS GMBH & CO KG,WIEN,1160,1000,Nahbereich,Sporadic,No,2511
01.2021,1,2021,10,120600,KA McDonalds,1192551969,HAVI LOGISTICS GMBH,KORNEUBURG,2100,2100,Nahbereich,Regular,No,26239
01.2021,1,2021,10,120600,KA McDonalds,1019922066,HAVI LOGISTICS GMBH,KORNEUBURG,2100,2100,Nahbereich,Regular,No,1757
01.2021,1,2021,10,121100,Lekkerland,1191555926,LEKKERLAND HANDELS & DIENSTL. GMBH,TERNITZ,2630,2600,Nahbereich,Regular,No,10993
01.2021,1,2021,10,121101,Brau Union,1027841312,BRAU UNION OESTERREICH AG,LEOBEN/GOESS,8700,8700,Stmk,Sporadic,No,1234
01.2021,1,2021,10,121101,Brau Union,1149070841,BRAU UNION OESTERREICH AG,GRAZ,8055,8000,Stmk,Sporadic,No,2073
01.2021,1,2021,10,121101,Brau Union,1109743536,BRAU UNION OESTERREICH AG,ZIPF,4871,4800,OOE,Regular,No,1174
01.2021,1,2021,10,121101,Brau Union,1060834182,BRAU UNION OESTERREICH AG,WELS,4600,4600,OOE,Regular,No,1227
01.2021,1,2021,10,121101,Brau Union,975977836,BRAU UNION OESTERREICH AG (SCHWEC),SCHWECHAT,2320,2300,Nahbereich,Regular,No,6150
01.2021,1,2021,10,121101,Brau Union,1059145836,BRAU UNION OESTERREICH AG (WIESELB),WIESELBURG,3250,3200,Nahbereich,Regular,No,936
01.2021,1,2021,10,121101,Brau Union,1194145346,BRAU UNION OESTERREICH AG (SEYRIN),SEYRING,2201,2200,Nahbereich,Regular,No,1460
01.2021,1,2021,10,121102,GSG,1191156194,STIEGL GETR. & SERVICE GMBH & CO KG,WOERGL,6300,6300,Tirol,Sporadic,No,1679
01.2021,1,2021,10,121102,GSG,1143943067,STIEGL GETR. & SERVICE GMBH & CO KG,ASTEN,4481,4400,OOE,Regular,No,7994
01.2021,1,2021,10,121102,GSG,1168578660,STIEGL GETR. & SERVICE GMBH & CO KG,SALZBURG,5017,5000,SBG,Sporadic,No,4378
01.2021,1,2021,10,121103,Morandell,1117741646,MORANDELL INTERNATIONAL GMBH,WOERGL,6300,6300,Tirol,Regular,No,540
01.2021,1,2021,10,121104,Wholesale Others,978639048,OGO GETRAENKEERZ. U.-VERTRIEB GMBH,LEIBNITZ,8430,8400,Stmk,Sporadic,No,1138
01.2021,1,2021,10,121104,Wholesale Others,984445949,GETRAENKE WAGNER HANDELS GMBH,LAAKIRCHEN,4664,4600,OOE,Regular,No,2784
01.2021,1,2021,10,121104,Wholesale Others,1108249939,HARICH ROLAND,MUERZZUSCHLAG,8680,8600,Stmk,Sporadic,No,410
01.2021,1,2021,10,121104,Wholesale Others,1131556410,LECHMANN LIMONADEN GMBH,FERNITZ,8072,8000,Stmk,Sporadic,No,359
01.2021,1,2021,10,121104,Wholesale Others,1196428127,BRAUEREI SCHLOSS EGGENBERG,VORCHDORF,4655,4600,OOE,Sporadic,No,812
01.2021,1,2021,10,121104,Wholesale Others,996260499,E.WILLE GETR.GROSSHHANDEL,GRINS,6500,6500,Tirol,Regular,No,651
01.2021,1,2021,10,121104,Wholesale Others,1117706151,ARLBERG GETRAENKE GMBH & COKG,BLUDENZ,6700,6700,VBG,Sporadic,No,2533
01.2021,1,2021,10,121105,ETHNO Verleger,962080147,SABEX HANDELS GMBH,WIEN,1230,1230,Nahbereich,Regular,No,15126
01.2021,1,2021,10,121105,ETHNO Verleger,1179112842,SG IMPORT EXPORT GMBH,SALZBURG,5020,5000,SBG,Regular,No,7299
01.2021,1,2021,10,121200,NK Grocery,1016212617,BAEKO-OESTERREICH EGEN,LINZ-PICHLING,4030,4000,OOE,Sporadic,No,867
01.2021,1,2021,10,121603,Other - Export RQ,1168884866,OTTO PACHMAYR GMBH & CO.,OBERHACHING,82041,8200,Stmk,Sporadic,No,640
02.2021,2,2021,10,120100,Rewe,1185772670,BILLA AG ABTG MERKUR,WIEN,1020,1000,Nahbereich,Regular,Yes,538
02.2021,2,2021,10,120100,Rewe,1191768982,REWE INTERN. LAGER & TRANSPORT GMBH,KALSDORF,8401,8400,Stmk,Regular,Yes,28222
02.2021,2,2021,10,120100,Rewe,1049259899,REWE INTERN. LAGER & TRANSPORT GMBH,STAMS,6422,6400,Tirol,Regular,Yes,11576
02.2021,2,2021,10,120100,Rewe,1069169072,REWE SD-LAGER ST. POELTEN,ST. POELTEN,3100,3100,Nahbereich,Regular,Yes,36280
02.2021,2,2021,10,120100,Rewe,1158201586,REWE INTERN. LAGER & TRANSPORT GMBH,WIENER NEUDORF,2355,2355,Nahbereich,Regular,Yes,123168
02.2021,2,2021,10,120100,Rewe,1165176634,CROSS DOCKING LAGER OST,WIENER NEUDORF,2355,2355,Nahbereich,Regular,Yes,989
02.2021,2,2021,10,120100,Rewe,1184328676,ADEG LAGER 31000,ST.ANDRAE,9433,9400,Kaernten,Regular,Yes,868
02.2021,2,2021,10,120100,Rewe,1157886380,BILLA AG,HALLEIN,5400,5400,SBG,Regular,Yes,10249
02.2021,2,2021,10,120100,Rewe,1036333558,REWE INTERN. LAGER & TRANSPORT GMBH,ST.VEIT,9300,9300,Kaernten,Regular,Yes,12166
02.2021,2,2021,10,120100,Rewe,1155467929,REWE INTERN. LAGER & TRANSPORT GMBH,ST. POELTEN,3100,3100,Nahbereich,Regular,Yes,1268
02.2021,2,2021,10,120100,Rewe,1044721131,ADEG OESTERREICH HANDELS AG,ST.ANDRAE/LAVANTTAL,9433,9400,Kaernten,Sporadic,Yes,39
02.2021,2,2021,10,120100,Rewe,1080287106,REWE INTERN. LAGER & TRANSPORT GMBH,HALLEIN,5400,5400,SBG,Regular,Yes,1992
02.2021,2,2021,10,120100,Rewe,1000445439,REWE INTERN. LAGER & TRANSPORT GMBH,WR.NEUDORF.,2355,2355,Nahbereich,Regular,Yes,18675
02.2021,2,2021,10,120100,Rewe,1049661176,REWE INTERN. LAGER & TRANSPORT GMBH,STAMS,6422,6400,Tirol,Regular,Yes,7645
02.2021,2,2021,10,120100,Rewe,991660236,REWE INTERN. LAGER & TRANSPORT GMBH,KALSDORF,8401,8400,Stmk,Regular,Yes,2454
02.2021,2,2021,10,120100,Rewe,1187335455,REWE INTERN. LAGER & TRANSPORT GMBH,ST.VEIT/GLAN,9300,9300,Kaernten,Regular,Yes,1028
02.2021,2,2021,10,120100,Rewe,1059227329,CROSS DOCKING LAGER OST,WIENER NEUDORF,2355,2355,Nahbereich,Regular,Yes,159
02.2021,2,2021,10,120100,Rewe,1203643119,REWE ZL BIEDERMANNSDORF,WR.NEUDORF,2355,2355,Nahbereich,Regular,Yes,4763
02.2021,2,2021,10,120100,Rewe,1014847034,REWE ZL OHLSDORF,OHLSDORF,4694,4600,OOE,Regular,Yes,22628
02.2021,2,2021,10,120100,Rewe,1143221173,REWE ZL OHLSDORF,OHLSDORF,4662,4600,OOE,Regular,Yes,1997
02.2021,2,2021,10,120100,Rewe,1118041700,REWE ZL BIEDERMANNSDORF,WR.NEUDORF,2355,2355,Nahbereich,Sporadic,Yes,220
02.2021,2,2021,10,120100,Rewe,1196503253,REWE ZENTRALES LANGSAMDREHERLAGER,WR.NEUDORF,2355,2355,Nahbereich,Sporadic,Yes,774
02.2021,2,2021,10,120100,Rewe,1115125483,REWE ZENTRALES LANGSAMDREHERLAGER,WR. NEUDORF,2355,2355,Nahbereich,Sporadic,Yes,1846
02.2021,2,2021,10,120101,Spar,1012781866,SPAR OESTERR. WARENHANDELS AG,ST.POELTEN,3100,3100,Nahbereich,Regular,Yes,124272
02.2021,2,2021,10,120101,Spar,1058034394,SPAR OESTERR. WARENHANDELS AG,DORNBIRN,6850,6800,VBG,Regular,Yes,22036
02.2021,2,2021,10,120101,Spar,1187407631,SPAR OESTERR. WARENHANDELS AG,GRAZ,8055,8000,Stmk,Regular,Yes,71896
02.2021,2,2021,10,120101,Spar,1019303653,SPAR OESTERR. WARENHANDELS AG,MARIA SAAL,9063,9000,Kaernten,Regular,Yes,36987
02.2021,2,2021,10,120101,Spar,985997307,SPAR OEST.WARENH.AG ZENTRALE,MARCHTRENK,4614,4600,OOE,Regular,Yes,123778
02.2021,2,2021,10,120101,Spar,1178703152,SPAR OESTERR. WARENHANDELS AG,WOERGL,6300,6300,Tirol,Regular,Yes,46551
02.2021,2,2021,10,120101,Spar,1070843075,SPAR OESTERR. WARENHANDELS AG,EBERGASSING,2435,2400,Nahbereich,Regular,Yes,58173
02.2021,2,2021,10,120102,AFS,1189347559,RWA AG KOMMISSIONSLAGER TRAUN,TRAUN,4050,4000,OOE,Sporadic,No,2607
02.2021,2,2021,10,120103,Metro,1061170662,METRO CASH&CARRY OESTERREICH GMBH,WIEN,1110,1000,Nahbereich,Regular,No,2625
02.2021,2,2021,10,120103,Metro,1132130512,METRO CASH&CARRY OESTERREICH GMBH,LANGENZERSDORF,2103,2100,Nahbereich,Regular,No,5059
02.2021,2,2021,10,120103,Metro,1146694032,METRO CASH&CARRY OESTERREICH GMBH,WIENER NEUSTADT,2700,2700,Nahbereich,Regular,No,2148
02.2021,2,2021,10,120103,Metro,1105729607,METRO CASH&CARRY OESTERREICH GMBH,VOESENDORF,2331,2300,Nahbereich,Regular,No,4624
02.2021,2,2021,10,120103,Metro,1136627026,METRO CASH&CARRY OESTERREICH GMBH,DORNBIRN,6850,6800,VBG,Regular,No,2135
02.2021,2,2021,10,120103,Metro,1071262625,METRO CASH&CARRY OESTERREICH GMBH,GRAZ,8054,8000,Stmk,Regular,No,2471
02.2021,2,2021,10,120103,Metro,1034363170,METRO CASH&CARRY OESTERREICH GMBH,KLAGENFURT,9020,9000,Kaernten,Regular,No,2675
02.2021,2,2021,10,120103,Metro,1065044857,METRO CASH&CARRY OESTERREICH GMBH,WALS - SIEZENHEIM,5071,5000,SBG,Regular,No,1141
02.2021,2,2021,10,120103,Metro,1202297618,METRO CASH&CARRY OESTERREICH GMBH,WELS,4600,4600,OOE,Regular,No,1686
02.2021,2,2021,10,120103,Metro,1017232847,METRO CASH&CARRY OESTERREICH GMBH,LINZ,4030,4000,OOE,Regular,No,7029
02.2021,2,2021,10,120103,Metro,1166661019,METRO CASH&CARRY OESTERREICH GMBH,RUM,6063,6000,Tirol,Regular,No,3940
02.2021,2,2021,10,120105,MPreis,1141098287,MPREIS WARENVERTRIEBS GMBH,VOELS,6176,6100,Tirol,Sporadic,No,8533
02.2021,2,2021,10,120105,MPreis,1088814471,MPREIS WARENVERTRIEBS GMBH,VOELS,6176,6100,Tirol,Sporadic,No,5
02.2021,2,2021,10,120105,MPreis,973953287,MPREIS WARENVERTRIEBS GMBH,VOELS,6176,6100,Tirol,Regular,No,22772
02.2021,2,2021,10,120105,MPreis,1131271467,MPREIS WARENVERTRIEBS GMBH,VOELS,6176,6100,Tirol,Regular,No,3116
02.2021,2,2021,10,120106,C&C Others,964227145,KASTNER- GEKO GROSSHANDELSGESMBH,WIEN,1230,1230,Nahbereich,Sporadic,No,1421
02.2021,2,2021,10,120106,C&C Others,1169221095,C&C BERGER & WEDL GMBH,WIEN,1140,1000,Nahbereich,Sporadic,No,414
02.2021,2,2021,10,120106,C&C Others,1059923141,LANDMARKT KG,LIEZEN,8940,8900,Stmk,Sporadic,No,703
02.2021,2,2021,10,120106,C&C Others,1184791674,WEDL HANDELS GMBH,RIED/I.,4910,4900,OOE,Sporadic,No,685
02.2021,2,2021,10,120106,C&C Others,1119981556,WEDL HANDELS GMBH,VOECKLABRUCK,4840,4800,OOE,Sporadic,No,445
02.2021,2,2021,10,120106,C&C Others,1018627872,KASTNER HANDELSGESMBH,JENNERSDORF,8380,8300,Stmk,Regular,No,850
02.2021,2,2021,10,120106,C&C Others,1031955637,KASTNER GROSSHANDELS GMBH,ZWETTL,3910,3900,Nahbereich,Regular,No,2700
02.2021,2,2021,10,120106,C&C Others,1031422513,WEDL & DICK GMBH,MILS,6060,6000,Tirol,Sporadic,No,862
02.2021,2,2021,10,120106,C&C Others,1021227557,WEDL & DICK GMBH,INNSBRUCK,6020,6000,Tirol,Sporadic,No,434
02.2021,2,2021,10,120106,C&C Others,1185939544,GRISSEMANN GMBH,ZAMS,6511,6500,Tirol,Sporadic,No,2029
02.2021,2,2021,10,120106,C&C Others,1106465886,PILZ UND KIENNAST HANDEL GMBH,GMUEND,3950,3900,Nahbereich,Sporadic,No,138
02.2021,2,2021,10,120108,UNIGRUPPE,1134357275,UNILOGISTIK ZENTRALLAGER SUED,SEIERSBERG,8055,8000,Stmk,Regular,No,1640
02.2021,2,2021,10,120108,UNIGRUPPE,970245635,UNILOGISTIK ZENTRALLAGER NORD,TRAUN,4050,4000,OOE,Regular,No,11174
02.2021,2,2021,10,120113,KA Grocery Others,1130144866,LICHTENEGGER KURT GMBH,GARS AM KAMP,3571,3500,Nahbereich,Sporadic,No,4252
02.2021,2,2021,10,120113,KA Grocery Others,1078474766,JULIUS KIENNAST LM GH GMBH,GARS AM KAMP,3571,3500,Nahbereich,Regular,No,8209
02.2021,2,2021,10,120114,Penny,1021457306,PENNY GMBH,KALSDORF,8401,8400,Stmk,Regular,Yes,7618
02.2021,2,2021,10,120114,Penny,1036240228,PENNY GMBH,WIENER NEUDORF,2355,2355,Nahbereich,Regular,Yes,48385
02.2021,2,2021,10,120114,Penny,966981644,PENNY GMBH,HALLEIN,5400,5400,SBG,Regular,Yes,3404
